stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
StopArea:ABDU,"Abel Durand",,47.22019369,-1.60338192,,,1,
StopArea:ABLA,"Avenue Blanche",,47.22973235,-1.58938102,,,1,
StopArea:ACHA,"Angle Chaillou",,47.26978758,-1.57207782,,,1,
StopArea:ADBO,"Audubon",,47.21409134,-1.72340027,,,1,
StopArea:ADEL,"Aimé Delrue",,47.20911263,-1.55025692,,,1,
StopArea:ADPI,"Avenue des Pins",,47.25366765,-1.59771330,,,1,
StopArea:AECL,"Aéroclub",,47.15931812,-1.59829606,,,1,
StopArea:AEPO,"Aéroport",,47.15685237,-1.59744147,,,1,
StopArea:AESP,"Aérospatiale",,47.16078742,-1.58797160,,,1,
StopArea:AFRA,"Anatole France",,47.22395633,-1.57196803,,,1,
StopArea:AGBE,"L'Angebert",,47.14055031,-1.45575630,,,1,
StopArea:AGVI,"Angevinière",,47.24518628,-1.61237909,,,1,
StopArea:AIBU,"Airbus",,47.15835888,-1.59183436,,,1,
StopArea:AIGU,"Aiguillon",,47.25449805,-1.49656446,,,1,
StopArea:ALDE,"Allende",,47.17543422,-1.62397063,,,1,
StopArea:ALNE,"Aulne",,47.27684302,-1.63893766,,,1,
StopArea:AMCA,"Armoricaine",,47.25860084,-1.64868107,,,1,
StopArea:AMER,"Américains",,47.23609762,-1.56824021,,,1,
StopArea:AMIT,"Amitié",,47.21639574,-1.71755988,,,1,
StopArea:AMOR,"Ar Mor",,47.22805437,-1.62368871,,,1,
StopArea:AMPE,"Ampère",,47.26074421,-1.55345021,,,1,
StopArea:ANGE,"Les Anges",,47.27477816,-1.63638868,,,1,
StopArea:ANTO,"Antons",,47.25783573,-1.62330199,,,1,
StopArea:APAV,"Apave",,47.22569669,-1.64767067,,,1,
StopArea:APER,"Ampère",,47.30211406,-1.50792536,,,1,
StopArea:APRE,"Ambroise Paré",,47.22908658,-1.60855912,,,1,
StopArea:AQUI,"Aquitaine",,47.20985556,-1.61516437,,,1,
StopArea:ARAG,"Arago",,47.30358086,-1.50498571,,,1,
StopArea:ARBO,"Arbois",,47.25860188,-1.58188330,,,1,
StopArea:ARCA,"Arcades",,47.21201705,-1.65359178,,,1,
StopArea:ARGO,"Argonautes",,47.30243053,-1.48183934,,,1,
StopArea:ATAR,"Antarès",,47.28168039,-1.45973733,,,1,
StopArea:AUCP,"La Chapelle Aulnay",,47.30748615,-1.54279231,,,1,
StopArea:AUFR,"L'Aufrère",,47.16803754,-1.52512222,,,1,
StopArea:AUGE,"Augé",,47.19497476,-1.51736712,,,1,
StopArea:AVEN,"Aveneaux",,47.23368736,-1.62987144,,,1,
StopArea:BABI,"Barbinière",,47.15979680,-1.48163950,,,1,
StopArea:BAGA,"Bagatelle",,47.23993631,-1.62757084,,,1,
StopArea:BAIE,"Babinière",,47.25916948,-1.54619169,,,1,
StopArea:BAIR,"Bel Air",,47.22578752,-1.55964729,,,1,
StopArea:BALI,"Balinière",,47.18463286,-1.55440600,,,1,
StopArea:BANS,"Bois des Anses",,47.24667490,-1.49483975,,,1,
StopArea:BARR,"La Barre",,47.30881565,-1.38252621,,,1,
StopArea:BAST,"Bastille",,47.17943230,-1.59719844,,,1,
StopArea:BATI,"Batignolles",,47.25550955,-1.52966804,,,1,
StopArea:BAUG,"Baugerie",,47.20424601,-1.51914495,,,1,
StopArea:BBAU,"Bd de La Baule",,47.22155276,-1.60841334,,,1,
StopArea:BBEL,"Bd des Belges",,47.23463079,-1.54098530,,,1,
StopArea:BBON,"Boisbonne",,47.28687045,-1.50835064,,,1,
StopArea:BCES,"Bois Cesbron",,47.26098083,-1.62430236,,,1,
StopArea:BCHE,"Basse Chênaie",,47.24161235,-1.50731827,,,1,
StopArea:BCOI,"Branchoire",,47.21806663,-1.60342357,,,1,
StopArea:BCTT,"Blanchet",,47.17162166,-1.54335648,,,1,
StopArea:BDAN,"Bd des Anglais",,47.22672645,-1.58295938,,,1,
StopArea:BDEL,"Baudelaire",,47.23363195,-1.59309218,,,1,
StopArea:BDIN,"Bodinières",,47.20999969,-1.64186220,,,1,
StopArea:BDLA,"Bout des Landes",,47.26744153,-1.58229320,,,1,
StopArea:BDNN,"Bourdonnais",,47.20552665,-1.57997913,,,1,
StopArea:BDOU,"Bd de Doulon",,47.22442744,-1.51998751,,,1,
StopArea:BDPA,"Bout des Pavés",,47.25270095,-1.57635796,,,1,
StopArea:BDRI,"Bourderies",,47.20663194,-1.59592025,,,1,
StopArea:BDSP,"Bd des Sports",,47.16563394,-1.46882346,,,1,
StopArea:BDUC,"Bourgault-Ducoudray",,47.20246652,-1.54879097,,,1,
StopArea:BEDR,"Bel endroit",,47.15377183,-1.63495240,,,1,
StopArea:BEGE,"Beauger",,47.23428842,-1.55302016,,,1,
StopArea:BEIL,"Beillevaire",,47.24954545,-1.60738355,,,1,
StopArea:DPBL,"Dépôt Le Bêle",,47.26466357,-1.51016671,,,1,
StopArea:BELM,"Belges-Montbazon",,47.23463079,-1.54098530,,,1,
StopArea:BENA,"Beaulieu",,47.20395040,-1.53700712,,,1,
StopArea:BEOC,"Belloc",,47.20373054,-1.61464596,,,1,
StopArea:BETO,"Belle Etoile",,47.28017374,-1.45159730,,,1,
StopArea:BEVA,"Beauvaiserie",,47.13627173,-1.65444519,,,1,
StopArea:BGAR,"Bonne Garde",,47.19688782,-1.53120507,,,1,
StopArea:BGCY,"Beaugency",,47.20381505,-1.49019847,,,1,
StopArea:BGLA,"Basse-Goulaine",,47.20831970,-1.46839643,,,1,
StopArea:BGNN,"Bourgonnière",,47.20740476,-1.65542873,,,1,
StopArea:BGOG,"Bourgogne",,47.24634350,-1.58930449,,,1,
StopArea:BGRI,"Bougrière",,47.25509315,-1.47180471,,,1,
StopArea:BGSH,"Bergerie",,47.23791280,-1.62826723,,,1,
StopArea:BGTT,"Bergeronnettes",,47.23957724,-1.60125251,,,1,
StopArea:BGVI,"Bougainville",,47.19894624,-1.58358096,,,1,
StopArea:BHAR,"Bois Hardy",,47.19826707,-1.60059154,,,1,
StopArea:BIAN,"Aristide Briand",,47.29637961,-1.49512161,,,1,
StopArea:BIEE,"Belle-Ile",,47.22435607,-1.73270787,,,1,
StopArea:BIGN,"Bignons",,47.19979817,-1.49345269,,,1,
StopArea:BILE,"Basse Ile",,47.19594505,-1.56213931,,,1,
StopArea:BIND,"Basse Indre",,47.19790510,-1.67271940,,,1,
StopArea:BIOT,"Bigeottière",,47.25586614,-1.61927991,,,1,
StopArea:BJLI,"Bois Jaulin",,47.17755899,-1.63680945,,,1,
StopArea:BJOI,"Beaujoire",,47.25881021,-1.52599090,,,1,
StopArea:BLAV,"Balavoine",,47.30634488,-1.55475888,,,1,
StopArea:BLCH,"Blancho",,47.21316943,-1.73497684,,,1,
StopArea:BLDR,"Boulodrome",,47.25761884,-1.51534818,,,1,
StopArea:BLEM,"Belem",,47.26560883,-1.45303913,,,1,
StopArea:BLGO,"Berligout",,47.21567057,-1.67858520,,,1,
StopArea:BLLE,"Bellestre",,47.14839565,-1.69347941,,,1,
StopArea:BLNO,"Bois de La Noé",,47.14191078,-1.67153882,,,1,
StopArea:BLOR,"Blordière",,47.17993495,-1.53398552,,,1,
StopArea:BLSL,"Bellevue",,47.23541708,-1.47364323,,,1,
StopArea:BLVU,"Mendès-France-Bellevue",,47.20871130,-1.61147014,,,1,
StopArea:BLZZ,"Berlioz",,47.23956928,-1.57157510,,,1,
StopArea:BNAR,"Bernard",,47.16731477,-1.52518896,,,1,
StopArea:BNCH,"Blanchetière",,47.28965494,-1.55612446,,,1,
StopArea:BNET,"Bignonnet",,47.17555261,-1.46519611,,,1,
StopArea:BNLU,"Bénélux",,47.25408904,-1.49911456,,,1,
StopArea:BNNO,"Bernanos",,47.20650476,-1.61333086,,,1,
StopArea:BNON,"Bignon",,47.24928088,-1.59788520,,,1,
StopArea:BNTA,"BN",,47.18397598,-1.49664053,,,1,
StopArea:BNVI,"Bonneville",,47.24385390,-1.53641677,,,1,
StopArea:BOCE,"Centre de Bouguenais",,47.17940560,-1.62320760,,,1,
StopArea:BODO,"Bourdonnières",,47.18745337,-1.52075869,,,1,
StopArea:BOFA,"Bouffay",,47.21458128,-1.55234486,,,1,
StopArea:BOGE,"Bourgeonnière",,47.25298532,-1.56131192,,,1,
StopArea:BOND,"Bonde",,47.22263587,-1.55215966,,,1,
StopArea:BORL,"Bourrelière",,47.15832029,-1.49842232,,,1,
StopArea:BOSI,"Boissière",,47.25489013,-1.56597497,,,1,
StopArea:BOTI,"Boutière",,47.15751478,-1.46814098,,,1,
StopArea:BOUE,"Bio Ouest Laënnec",,47.23275175,-1.64186206,,,1,
StopArea:BOVR,"Bouvre",,47.17804440,-1.61248604,,,1,
StopArea:BPTY,"Boulay Paty",,47.22889830,-1.57629584,,,1,
StopArea:BRAG,"Bois Raguenet",,47.26682535,-1.60038874,,,1,
StopArea:BRBI,"Bois Robillard",,47.23513563,-1.51975867,,,1,
StopArea:BRCH,"Bréchetière",,47.28466551,-1.50370516,,,1,
StopArea:BRDI,"Briandière",,47.18972758,-1.69204599,,,1,
StopArea:BRET,"Bretonnière",,47.16646044,-1.46288670,,,1,
StopArea:BRGA,"Beauregard",,47.21074362,-1.65655027,,,1,
StopArea:BRIN,"Brains",,47.16957008,-1.72303603,,,1,
StopArea:BRLA,"Brouillard",,47.27395974,-1.51443518,,,1,
StopArea:BRNI,"Baronnière",,47.26013221,-1.60332240,,,1,
StopArea:BRTA,"Bretagne",,47.21722718,-1.55840651,,,1,
StopArea:BRUN,"Bruneau",,47.22828166,-1.56179904,,,1,
StopArea:BSAN,"Bobby Sands",,47.22993144,-1.65283902,,,1,
StopArea:BSEJ,"Beauséjour",,47.23807516,-1.58586742,,,1,
StopArea:BSIS,"Bossis",,47.21254386,-1.71285272,,,1,
StopArea:BSLO,"Bois St-Louis",,47.24583103,-1.58027284,,,1,
StopArea:BSNI,"Bussonnière",,47.26971365,-1.44376396,,,1,
StopArea:BSOL,"Beau Soleil",,47.17763267,-1.64484669,,,1,
StopArea:BSSL,"Beau Soleil",,47.26094788,-1.47505289,,,1,
StopArea:BSTI,"Bastière",,47.14839261,-1.45937420,,,1,
StopArea:BSYS,"Bois St-Lys",,47.30036340,-1.48198284,,,1,
StopArea:BTIE,"Bottière",,47.24019793,-1.51839131,,,1,
StopArea:BTLE,"Bouteillerie",,47.22143110,-1.54354508,,,1,
StopArea:BTRA,"Bertrand",,47.25705377,-1.57575052,,,1,
StopArea:BUGA,"Bugallière",,47.25990050,-1.63790251,,,1,
StopArea:BULA,"Butte des Landes",,47.16076213,-1.49379063,,,1,
StopArea:BUON,"Bougon",,47.17375820,-1.61087543,,,1,
StopArea:BUSS,"Buisson",,47.26060912,-1.48746427,,,1,
StopArea:BVDI,"Bouvardière",,47.23848545,-1.59840813,,,1,
StopArea:BVER,"Bouvernière",,47.23804841,-1.61145525,,,1,
StopArea:BVOI,"Beauvoir",,47.17847645,-1.63057623,,,1,
StopArea:BYCE,"Centre de Bouaye",,47.14396151,-1.69174639,,,1,
StopArea:BYEE,"Cimetière de Bouaye",,47.14473649,-1.69662358,,,1,
StopArea:BYGA,"Gare de Bouaye",,47.13825909,-1.68094178,,,1,
StopArea:BZAR,"Buzardières",,47.20723202,-1.65963225,,,1,
StopArea:CABR,"Cabrol",,47.20319737,-1.58861049,,,1,
StopArea:CACE,"Centre de Carquefou",,47.29655314,-1.49097723,,,1,
StopArea:CADO,"Cadoire",,47.25672442,-1.48809916,,,1,
StopArea:CALI,"Californie",,47.19182385,-1.58431456,,,1,
StopArea:CANC,"Canclaux",,47.21389060,-1.57477525,,,1,
StopArea:CAPE,"Capellia",,47.27967000,-1.55496033,,,1,
StopArea:CARQ,"Carquefou",,47.30371719,-1.48541344,,,1,
StopArea:CAST,"Castorama",,47.25913158,-1.50833988,,,1,
StopArea:CATI,"Cartier",,47.26820191,-1.45552517,,,1,
StopArea:CAUX,"Château D'Aux",,47.18537354,-1.67459501,,,1,
StopArea:CBAC,"Bac de Couëron",,47.20596222,-1.75204802,,,1,
StopArea:CBEA,"Charbonneau",,47.30067536,-1.49078276,,,1,
StopArea:CBGE,"Chapeau Berger",,47.17100306,-1.46878240,,,1,
StopArea:CBIN,"Corbinerie",,47.16143280,-1.54235422,,,1,
StopArea:CBLE,"Chemin Bleu",,47.17824657,-1.52498677,,,1,
StopArea:CBNA,"Cambronne",,47.22520288,-1.54868403,,,1,
StopArea:CBOU,"Couëron-Bougon",,47.22504508,-1.73385777,,,1,
StopArea:CBSS,"Cambronne",,47.20643229,-1.50681320,,,1,
StopArea:CBTE,"Choblèterie",,47.13620192,-1.46144063,,,1,
StopArea:CCDI,"Cochardières",,47.22992530,-1.63318909,,,1,
StopArea:CCHA,"Couchant",,47.27008849,-1.51385190,,,1,
StopArea:CCLA,"Cimetière de la Classerie",,47.17135797,-1.55810374,,,1,
StopArea:CCOU,"Champ de Courses",,47.24496608,-1.56194414,,,1,
StopArea:CCRE,"Chêne Creux",,47.17008859,-1.54848877,,,1,
StopArea:CDAN,"Chêne des Anglais",,47.26150207,-1.57365496,,,1,
StopArea:CDCO,"Cité Internationale des Congrès",,47.21370479,-1.54502961,,,1,
StopArea:CDMA,"Champ de Manoeuvre",,47.27239433,-1.50005783,,,1,
StopArea:CELL,"Le Cellier",,47.32363881,-1.34768079,,,1,
StopArea:CERO,"Couëron",,47.21208468,-1.73559492,,,1,
StopArea:CFOI,"Champ de Foire",,47.12424961,-1.61889467,,,1,
StopArea:CGAU,"Cimetière de la Gaudinière",,47.24171238,-1.58352880,,,1,
StopArea:CGLA,"Chêne Gala",,47.18316412,-1.53919940,,,1,
StopArea:CHAB,"Chabossière",,47.21534745,-1.68216995,,,1,
StopArea:CHBE,"Chambelles",,47.23162835,-1.53062591,,,1,
StopArea:CHFL,"Champ Fleuri",,47.14375836,-1.52477142,,,1,
StopArea:CHGN,"Châtaigniers",,47.22213617,-1.60294328,,,1,
StopArea:CHLI,"Cholière",,47.25090264,-1.60667676,,,1,
StopArea:CHME,"Charmes",,47.19082977,-1.46102282,,,1,
StopArea:CHNI,"Charbonnière",,47.26368545,-1.64228569,,,1,
StopArea:CHOC,"Chocolaterie",,47.24284018,-1.52770722,,,1,
StopArea:CHPO,"Champonnière",,47.16390671,-1.50591377,,,1,
StopArea:CHRE,"Chalâtres",,47.23182632,-1.53787300,,,1,
StopArea:CHSS,"Chaussée",,47.17668505,-1.52105677,,,1,
StopArea:CHTE,"Châtelets",,47.19718588,-1.54058482,,,1,
StopArea:CHZY,"Chanzy",,47.22406812,-1.54493945,,,1,
StopArea:CIFA,"CIFAM",,47.26670195,-1.48813834,,,1,
StopArea:CJOS,"Cimetière de St-Joseph-de-Porterie",,47.26851695,-1.52072494,,,1,
StopArea:CLAM,"Clos Ami",,47.21307155,-1.65565327,,,1,
StopArea:CLBO,"Clos Bonnet",,47.18913291,-1.56355893,,,1,
StopArea:CLCC,"Centre René Gauducheau",,47.23851500,-1.63824394,,,1,
StopArea:CLET,"Clétras",,47.25489633,-1.51218891,,,1,
StopArea:CLGE,"Chalonges",,47.18915118,-1.47258273,,,1,
StopArea:CLMO,"Cimetière de La Montagne",,47.18732816,-1.68647452,,,1,
StopArea:CLNA,"Colonac",,47.22419042,-1.60318712,,,1,
StopArea:CLOT,"Clotais",,47.19300624,-1.71823282,,,1,
StopArea:CLRO,"Clos Roux",,47.19815161,-1.74978604,,,1,
StopArea:CLSE,"Closeaux",,47.23990799,-1.62760842,,,1,
StopArea:CLTT,"Châlet",,47.22944195,-1.54449643,,,1,
StopArea:CLUE,"Clouet",,47.16747075,-1.51084462,,,1,
StopArea:CLVA,"Calvaire",,47.14683725,-1.51917146,,,1,
StopArea:CLZE,"Clouzeaux",,47.17931738,-1.49264800,,,1,
StopArea:CMAR,"Cirque-Marais",,47.21804322,-1.55720612,,,1,
StopArea:CMCI,"Clémencière",,47.26951130,-1.43563895,,,1,
StopArea:CMLL,"Charmille",,47.25763113,-1.60561200,,,1,
StopArea:CMNE,"Commune 1871",,47.19931940,-1.49972164,,,1,
StopArea:CMOU,"Clos du Moulin",,47.14512106,-1.52119972,,,1,
StopArea:CMUS,"Camus",,47.21916641,-1.57271532,,,1,
StopArea:CNAV,"Chantiers Navals",,47.20888420,-1.56753762,,,1,
StopArea:CNGO,"Congo",,47.23960608,-1.61015516,,,1,
StopArea:CNON,"Chinon",,47.27412583,-1.42918975,,,1,
StopArea:CNTR,"Centaure",,47.16996216,-1.62698679,,,1,
StopArea:COAY,"Corlay",,47.20797488,-1.64415691,,,1,
StopArea:COBI,"Corbières",,47.20192240,-1.48752588,,,1,
StopArea:COCH,"Cochard",,47.22404495,-1.55043762,,,1,
StopArea:COET,"Les Couëts",,47.18072095,-1.58648562,,,1,
StopArea:COHO,"Chohonnière",,47.26312740,-1.48593777,,,1,
StopArea:COLI,"Colinière",,47.23591296,-1.50834998,,,1,
StopArea:COMM,"Commerce",,47.21345774,-1.55633177,,,1,
StopArea:CONI,"Corniche",,47.25282331,-1.59474093,,,1,
StopArea:COPI,"Chopin",,47.21697312,-1.71035882,,,1,
StopArea:COQU,"Coquelicots",,47.22254467,-1.72915880,,,1,
StopArea:CORA,"Conraie",,47.26078978,-1.58773267,,,1,
StopArea:COST,"Cousteau",,47.23936962,-1.51353117,,,1,
StopArea:COTA,"Coutancière",,47.30619228,-1.56008397,,,1,
StopArea:COUD,"Coudray",,47.23220249,-1.54248855,,,1,
StopArea:CP3R,"Chapelles",,47.16519976,-1.53961605,,,1,
StopArea:CP4L,"Chapelle Laënnec",,47.23534192,-1.63779651,,,1,
StopArea:CPER,"Copernic",,47.21487981,-1.56445764,,,1,
StopArea:CPGN,"Champagnère",,47.21027249,-1.46134539,,,1,
StopArea:CPLI,"Chaplin",,47.22239033,-1.61630191,,,1,
StopArea:CPRE,"Chaupières",,47.24314604,-1.49506301,,,1,
StopArea:CQGU,"Chat-Qui-Guette",,47.19196321,-1.69714315,,,1,
StopArea:CQLU,"Coqueluchon",,47.18383009,-1.47035468,,,1,
StopArea:CRAI,"Clairais",,47.27556781,-1.43852772,,,1,
StopArea:CRBE,"Corberie",,47.15203953,-1.52411411,,,1,
StopArea:CRCE,"Courocerie",,47.25232406,-1.49910698,,,1,
StopArea:CREZ,"Château de Rezé",,47.18474894,-1.55949811,,,1,
StopArea:CRME,"Crémetterie",,47.21829864,-1.60822625,,,1,
StopArea:CROU,"Chemin Rouge",,47.25159001,-1.51761220,,,1,
StopArea:CRPO,"Criport",,47.15834670,-1.50357386,,,1,
StopArea:CRQU,"Place du Cirque",,47.21695824,-1.55679667,,,1,
StopArea:CRSA,"Croissant",,47.24053486,-1.53038394,,,1,
StopArea:CRTI,"Crétinières",,47.27651420,-1.55319539,,,1,
StopArea:CRVA,"Cravate",,47.24332117,-1.58839484,,,1,
StopArea:CSAY,"Chassay",,47.24507411,-1.48418431,,,1,
StopArea:CSCL,"Cimetière St-Clair",,47.21686484,-1.59377738,,,1,
StopArea:CSER,"Chapelle-sur-Erdre",,47.29935822,-1.55014566,,,1,
StopArea:CSGR,"Cassegrain",,47.18766627,-1.48749829,,,1,
StopArea:CSHB,"Carrières",,47.20822154,-1.63805547,,,1,
StopArea:CSIB,"Clos Siban",,47.21023831,-1.64642701,,,1,
StopArea:CSMP,"Casimir Périer",,47.23198055,-1.56827020,,,1,
StopArea:CSRI,"Classerie",,47.16813810,-1.55876763,,,1,
StopArea:CSTE,"Casterneau",,47.22714529,-1.53270809,,,1,
StopArea:CSVA,"Conservatoire",,47.20701454,-1.53301023,,,1,
StopArea:CTBO,"Coteaux",,47.18437872,-1.66927527,,,1,
StopArea:CTEU,"Caboteurs",,47.18641664,-1.58731394,,,1,
StopArea:CTIE,"Châtelier",,47.18471224,-1.59318701,,,1,
StopArea:CTLI,"Courteline",,47.23564988,-1.58779216,,,1,
StopArea:CTOR,"Clos Toreau",,47.19425338,-1.52905912,,,1,
StopArea:CTRE,"Chantrerie",,47.28232953,-1.51812214,,,1,
StopArea:CTYY,"Coty",,47.24900601,-1.48810255,,,1,
StopArea:CUGA,"Gare de Couëron",,47.22180222,-1.72415742,,,1,
StopArea:CUIE,"Chausserie",,47.14913221,-1.70407132,,,1,
StopArea:CURI,"Curie",,47.19053139,-1.48746516,,,1,
StopArea:CUVI,"Cuvier",,47.21072441,-1.57412082,,,1,
StopArea:CVBL,"Cheveux Blancs",,47.26549166,-1.63508972,,,1,
StopArea:CVDO,"Cimetière de Vieux Doulon",,47.23849958,-1.50045607,,,1,
StopArea:CVER,"Chapeau Verni",,47.18921191,-1.51137413,,,1,
StopArea:CVLE,"Chevalerie",,47.25223321,-1.54515883,,,1,
StopArea:CVNI,"Chauvinière",,47.25158365,-1.57212264,,,1,
StopArea:CVRN,"Cheverny",,47.24601229,-1.60482149,,,1,
StopArea:CVTI,"Convention",,47.21064543,-1.58677768,,,1,
StopArea:CZIN,"Chézine",,47.23374164,-1.59938146,,,1,
StopArea:DAKK,"Danemark",,47.26099488,-1.49863110,,,1,
StopArea:DALB,"Dalby",,47.22552453,-1.52920627,,,1,
StopArea:DANU,"Danube",,47.30408019,-1.50053319,,,1,
StopArea:DAVU,"Davum",,47.26471292,-1.49623855,,,1,
StopArea:DAYA,"Dayat",,47.20082255,-1.67429924,,,1,
StopArea:DBSS,"Debussy",,47.21932012,-1.71431759,,,1,
StopArea:DCAN,"Duchesse Anne-Château",,47.21630451,-1.54718255,,,1,
StopArea:DCFF,"Du Chaffault",,47.20756378,-1.58178698,,,1,
StopArea:DEGL,"De Gaulle",,47.25658972,-1.60656709,,,1,
StopArea:DEMO,"Desmoulins",,47.23226974,-1.52223623,,,1,
StopArea:DERV,"Dervallières",,47.22899173,-1.59789479,,,1,
StopArea:DIAN,"Diane",,47.23962671,-1.57811239,,,1,
StopArea:DIDE,"Espace Diderot",,47.18370301,-1.56299159,,,1,
StopArea:DLCR,"Delacroix",,47.22364454,-1.58935729,,,1,
StopArea:DLLE,"Drillet",,47.23484220,-1.66629753,,,1,
StopArea:DLME,"Delorme",,47.21572799,-1.56467812,,,1,
StopArea:DMAI,"Domaine",,47.17832518,-1.47068975,,,1,
StopArea:DMUR,"Dumont d'Urville",,47.22582719,-1.63632265,,,1,
StopArea:DNAI,"Danais",,47.21367770,-1.58977594,,,1,
StopArea:DOLT,"Dolto",,47.21644665,-1.63618125,,,1,
StopArea:DOME,"Doumer",,47.22224290,-1.57840025,,,1,
StopArea:DOTT,"Douettée",,47.20775022,-1.49834362,,,1,
StopArea:DPTE,"Déportés",,47.19716205,-1.49228623,,,1,
StopArea:DRAD,"Désirade",,47.27818909,-1.48447428,,,1,
StopArea:DRID,"Druides",,47.23871001,-1.50738736,,,1,
StopArea:DROI,"Droitière",,47.30818082,-1.37314764,,,1,
StopArea:DSAI,"Desaix",,47.22755877,-1.54211211,,,1,
StopArea:DUKA,"Dukas",,47.23486261,-1.60216164,,,1,
StopArea:DUNA,"Dunant",,47.24387471,-1.52128825,,,1,
StopArea:EBCA,"Embarcadère",,47.19405864,-1.64650469,,,1,
StopArea:ECBU,"Ecobuts",,47.19395841,-1.50762196,,,1,
StopArea:ECHO,"Echoppes",,47.14398931,-1.68554342,,,1,
StopArea:ECLI,"Echalier",,47.21454274,-1.46130485,,,1,
StopArea:ECOS,"Ecosse",,47.21514647,-1.52632823,,,1,
StopArea:ECSU,"Ecole Centrale-Audencia",,47.24890533,-1.55117357,,,1,
StopArea:ECTE,"Enchanterie",,47.23044366,-1.52378370,,,1,
StopArea:EDNA,"Edit de Nantes",,47.21437215,-1.56880920,,,1,
StopArea:EDRE,"Erdreau",,47.29110447,-1.50128233,,,1,
StopArea:EGLI,"Egalité",,47.20936150,-1.58858950,,,1,
StopArea:EINS,"Einstein",,47.26394762,-1.57085692,,,1,
StopArea:EMBE,"Embellie",,47.26556016,-1.51838140,,,1,
StopArea:ENCO,"Ennerie Corbon",,47.14201312,-1.70466973,,,1,
StopArea:EPEL,"Ecoles",,47.19755687,-1.75917687,,,1,
StopArea:EPIN,"Epinais",,47.13633576,-1.61054709,,,1,
StopArea:EPYY,"Epinay",,47.29232029,-1.48690136,,,1,
StopArea:EQPE,"Equipement",,47.22378430,-1.57544580,,,1,
StopArea:ERDI,"Eraudière",,47.24168843,-1.53492420,,,1,
StopArea:ESCA,"Escall",,47.19947213,-1.50324761,,,1,
StopArea:ESOR,"Ecoles",,47.14541127,-1.52758361,,,1,
StopArea:ESSO,"Esso",,47.19474176,-1.62722297,,,1,
StopArea:ESUE,"Eugène Sue",,47.23323561,-1.59599867,,,1,
StopArea:EUCA,"Europe",,47.26017252,-1.50412843,,,1,
StopArea:EUVE,"Europe",,47.17304164,-1.47631033,,,1,
StopArea:EVET,"Ecole Vétérinaire",,47.29002095,-1.52270110,,,1,
StopArea:FACU,"Facultés",,47.24677607,-1.55555543,,,1,
StopArea:FADI,"Fardière",,47.19851112,-1.60688661,,,1,
StopArea:FALI,"Fallières",,47.22487091,-1.57925366,,,1,
StopArea:FANE,"Faneurs",,47.21373269,-1.70259174,,,1,
StopArea:FATA,"Fantaisie",,47.25353641,-1.57562541,,,1,
StopArea:FAUV,"Fauvelière",,47.28284392,-1.50485803,,,1,
StopArea:FBLA,"Fresche Blanc",,47.25312558,-1.55822677,,,1,
StopArea:FDAY,"Faraday",,47.22661026,-1.61642866,,,1,
StopArea:FDDR,"Fac de Droit",,47.24377915,-1.55201763,,,1,
StopArea:FDLE,"Fac de Lettres",,47.24555889,-1.55185609,,,1,
StopArea:FERI,"Ferrière",,47.24447430,-1.59076762,,,1,
StopArea:FFAU,"Félix Faure",,47.22710698,-1.56957374,,,1,
StopArea:FGRI,"Fief Guérin",,47.14389679,-1.66079572,,,1,
StopArea:FLEU,"Fleuriaye",,47.29847949,-1.49941598,,,1,
StopArea:FLRI,"Floride",,47.21351061,-1.60364323,,,1,
StopArea:FMIT,"François Mitterrand",,47.22209789,-1.63821393,,,1,
StopArea:FNLL,"Fresnel",,47.24300266,-1.52339428,,,1,
StopArea:FOCH,"Foch-Cathédrale",,47.21877250,-1.55054366,,,1,
StopArea:FOND,"Fonderies",,47.20639584,-1.54390864,,,1,
StopArea:FORU,"Forum d'Orvault",,47.25404467,-1.61513681,,,1,
StopArea:FOTA,"Fontaine",,47.20550638,-1.48916965,,,1,
StopArea:FOUL,"Foulquier",,47.31021026,-1.54909480,,,1,
StopArea:FRAC,"Frachon",,47.21909217,-1.62054777,,,1,
StopArea:FRBA,"Frébaudière",,47.27241550,-1.62730690,,,1,
StopArea:FRCH,"Fraîches",,47.17453309,-1.48945289,,,1,
StopArea:FRET,"Forêt",,47.24428121,-1.57551697,,,1,
StopArea:FRGA,"Frégate",,47.23525876,-1.47570796,,,1,
StopArea:FRII,"François II",,47.21829324,-1.68241769,,,1,
StopArea:FRKL,"Franklin",,47.22658813,-1.62048619,,,1,
StopArea:FRMO,"Frémoire",,47.15332510,-1.47635916,,,1,
StopArea:FRNE,"Frênes",,47.25326239,-1.48766630,,,1,
StopArea:FRON,"Frêne Rond",,47.19025278,-1.49638979,,,1,
StopArea:FTAB,"Félix Tableau",,47.18750495,-1.54696513,,,1,
StopArea:FTDO,"Fructidor",,47.23950293,-1.56103010,,,1,
StopArea:GAGN,"Gagnerie",,47.23225320,-1.50709520,,,1,
StopArea:GAIL,"Garillère",,47.19250029,-1.52079605,,,1,
StopArea:GALH,"Galheur",,47.16595280,-1.58123169,,,1,
StopArea:GAMB,"Gambetta",,47.22356413,-1.53850409,,,1,
StopArea:GARO,"Garotterie",,47.12622924,-1.62706476,,,1,
StopArea:GASS,"Gassendi",,47.19985569,-1.58014557,,,1,
